level_0,index,year,state,state_po,office,candidate,party,candidatevotes,totalvotes,democratvotes,republicanvotes,last_name,first_name,suffix,nickname,bioguide_id
482,482,1994,NEVADA,NV,US HOUSE,"VUCANOVICH, Barbara Farrell",REPUBLICAN,142202,223932,72333.0,142202.0,VUCANOVICH,BARBARA,,,V000124
483,483,1994,NEW YORK,NY,US HOUSE,"McNULTY, Michael Robert",DEMOCRAT,131916,242005,131916.0,129579.0,MCNULTY,MICHAEL,,,M000590
484,484,1994,OHIO,OH,US HOUSE,"PORTMAN, Robert Jones (Rob)",REPUBLICAN,150128,193858,149004.0,150128.0,PORTMAN,ROBERT,,ROB,P000449
485,485,1994,OKLAHOMA,OK,US HOUSE,"ISTOOK, Ernest James, Jr.",REPUBLICAN,136877,175147,115731.0,136877.0,ISTOOK,ERNEST,JR,,I000047
486,486,1994,OREGON,OR,US HOUSE,"WYDEN, Ronald Lee",DEMOCRAT,161624,222822,161624.0,134255.0,WYDEN,RONALD,,,W000779
487,487,1994,PENNSYLVANIA,PA,US HOUSE,"SHUSTER, E. G. (Bud)",REPUBLICAN,146688,147203,120553.0,146688.0,SHUSTER,E.,,,S000394
488,488,1994,RHODE ISLAND,RI,US HOUSE,"REED, John F. (Jack)",DEMOCRAT,119659,176007,119659.0,76069.0,REED,JOHN,,,R000122
489,489,1994,SOUTH CAROLINA,SC,US HOUSE,"SPENCE, Floyd Davidson",REPUBLICAN,133307,133592,88635.0,133307.0,SPENCE,FLOYD,,,S000718
490,490,1994,SOUTH DAKOTA,SD,US HOUSE,"JOHNSON, Timothy Peter (Tim)",DEMOCRAT,183036,305922,183036.0,112054.0,JOHNSON,TIMOTHY,,TIM,J000177
491,491,1994,TENNESSEE,TN,US HOUSE,"DUNCAN, John J., Jr.",REPUBLICAN,128937,142482,97951.0,128937.0,DUNCAN,JOHN,JR,,D000533
492,492,1994,TEXAS,TX,US HOUSE,"SMITH, Lamar Seeligson",REPUBLICAN,165595,184075,113738.0,165595.0,SMITH,LAMAR,,,S000583
493,493,1994,UTAH,UT,US HOUSE,"HANSEN, James Vear",REPUBLICAN,104954,162618,91505.0,104954.0,HANSEN,JAMES,,,H000172
494,494,1994,VIRGINIA,VA,US HOUSE,"BLILEY, Thomas Jerome, Jr.",REPUBLICAN,176941,210632,120281.0,176941.0,BLILEY,THOMAS,JR,,B000556
495,495,1994,VERMONT,VT,US HOUSE,"SANDERS, Bernard",INDEPENDENT,105502,211449,,98523.0,SANDERS,BERNARD,,,S000033
496,496,1994,WASHINGTON,WA,US HOUSE,"McDERMOTT, James A.",DEMOCRAT,148353,197444,148353.0,140409.0,MCDERMOTT,JAMES,,,M000404
497,497,1994,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,141617,141953,97184.0,141617.0,SENSENBRENNER,FRANK,JR,,S000244
498,498,1994,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,103177,146767,103177.0,51691.0,MOLLOHAN,ALAN,,,M000844
499,499,1994,WYOMING,WY,US HOUSE,"CUBIN, Barbara L.",REPUBLICAN,104426,196197,81022.0,104426.0,CUBIN,BARBARA,,,C000962
500,500,1996,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,138834,233700,85114.0,138834.0,YOUNG,DONALD,,,Y000033
501,501,1996,ALABAMA,AL,US HOUSE,"BACHUS, Spencer T., III",REPUBLICAN,180781,254859,136651.0,180781.0,BACHUS,SPENCER,III,,B000013
502,502,1996,ARKANSAS,AR,US HOUSE,"HUTCHINSON, Asa",REPUBLICAN,137093,246132,114841.0,137093.0,HUTCHINSON,ASA,,,H001014
503,503,1996,ARIZONA,AZ,US HOUSE,"KOLBE, James Thomas",REPUBLICAN,179349,260898,118957.0,179349.0,KOLBE,JAMES,,,K000306
504,504,1996,CALIFORNIA,CA,US HOUSE,"PELOSI, Nancy",DEMOCRAT,175216,207738,175216.0,164048.0,PELOSI,NANCY,,,P000197
505,505,1996,COLORADO,CO,US HOUSE,"HEFLEY, Joel M.",REPUBLICAN,188805,262465,145894.0,188805.0,HEFLEY,JOEL,,,H000444
506,506,1996,CONNECTICUT,CT,US HOUSE,"KENNELLY, Barbara Bailey",DEMOCRAT,145169,215136,145169.0,121949.0,KENNELLY,BARBARA,,,K000118
507,507,1996,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,185577,266831,73258.0,185577.0,CASTLE,MICHAEL,,,C000243
508,508,1996,FLORIDA,FL,US HOUSE,"WEXLER, Robert",DEMOCRAT,188766,287867,188766.0,176992.0,WEXLER,ROBERT,,,W000314
509,509,1996,GEORGIA,GA,US HOUSE,"GINGRICH, Newton Leroy",REPUBLICAN,174155,301290,136555.0,174155.0,GINGRICH,NEWTON,,,G000225
510,510,1996,HAWAII,HI,US HOUSE,"MINK, Patsy Takemoto",DEMOCRAT,109178,180963,109178.0,80053.0,MINK,PATSY,,,M000797
511,511,1996,IOWA,IA,US HOUSE,"LATHAM, Thomas",REPUBLICAN,147576,225479,119790.0,147576.0,LATHAM,THOMAS,,,L000111
512,512,1996,IDAHO,ID,US HOUSE,"CRAPO, Michael Dean",REPUBLICAN,157646,229248,125899.0,157646.0,CRAPO,MICHAEL,,,C000880
513,513,1996,ILLINOIS,IL,US HOUSE,"RUSH, Bobby L.",DEMOCRAT,174005,203113,174005.0,145626.0,RUSH,BOBBY,,,R000515
514,514,1996,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,193193,257857,133553.0,193193.0,BURTON,DANNY,,,B001149
515,515,1996,KANSAS,KS,US HOUSE,"MORAN, Jerry",REPUBLICAN,191899,261145,126848.0,191899.0,MORAN,JERRY,,,M000934
516,516,1996,KENTUCKY,KY,US HOUSE,"BUNNING, James Paul David",REPUBLICAN,149135,218074,125999.0,149135.0,BUNNING,JAMES,,,B001066
517,517,1996,LOUISIANA,LA,US HOUSE,"COOKSEY, John",REPUBLICAN,135990,233353,128449.0,135990.0,COOKSEY,JOHN,,,C000735
518,518,1996,MASSACHUSETTS,MA,US HOUSE,"FRANK, Barney",DEMOCRAT,183844,256637,183844.0,132642.0,FRANK,BARNEY,,,F000339
519,519,1996,MARYLAND,MD,US HOUSE,"MORELLA, Constance A.",REPUBLICAN,152538,249146,142094.0,152538.0,MORELLA,CONSTANCE,,,M000941
520,520,1996,MAINE,ME,US HOUSE,"BALDACCI, John Elias",DEMOCRAT,205439,285636,205439.0,140354.0,BALDACCI,JOHN,,,B000081
521,521,1996,MICHIGAN,MI,US HOUSE,"STUPAK, Bart T.",DEMOCRAT,181486,256791,181486.0,169466.0,STUPAK,BART,,,S001045
522,522,1996,MINNESOTA,MN,US HOUSE,"RAMSTAD, James (Jim)",REPUBLICAN,205816,293583,185333.0,205816.0,RAMSTAD,JAMES,,JIM,R000033
523,523,1996,MISSOURI,MO,US HOUSE,"DANNER, Patsy Ann (Pat)",DEMOCRAT,169006,246282,169006.0,165999.0,DANNER,PATSY,,PAT,D000046
524,524,1996,MISSISSIPPI,MS,US HOUSE,"WICKER, Roger F.",REPUBLICAN,123724,182966,103415.0,123724.0,WICKER,ROGER,,,W000437
525,525,1996,MONTANA,MT,US HOUSE,"HILL, Rick",REPUBLICAN,211975,404426,174516.0,211975.0,HILL,RICK,,,H000605
526,526,1996,NORTH CAROLINA,NC,US HOUSE,"COBLE, Howard",REPUBLICAN,167828,228543,157194.0,167828.0,COBLE,HOWARD,,,C000556
527,527,1996,NORTH DAKOTA,ND,US HOUSE,"POMEROY, Earl Ralph, III",DEMOCRAT,144833,263010,144833.0,113684.0,POMEROY,EARL,III,,P000422
528,528,1996,NEBRASKA,NE,US HOUSE,"BARRETT, William E.",REPUBLICAN,167758,216591,88447.0,167758.0,BARRETT,WILLIAM,,,B000179
529,529,1996,NEW HAMPSHIRE,NH,US HOUSE,"SUNUNU, John E.",REPUBLICAN,123939,247577,115462.0,123939.0,SUNUNU,JOHN,,,S001078
530,530,1996,NEW JERSEY,NJ,US HOUSE,"ROUKEMA, Margaret Scafati",REPUBLICAN,181323,254333,160413.0,181323.0,ROUKEMA,MARGARET,,,R000465
531,531,1996,NEW MEXICO,NM,US HOUSE,"RICHARDSON, Bill",DEMOCRAT,124594,185271,124594.0,109290.0,RICHARDSON,BILL,,,R000229
532,532,1996,NEVADA,NV,US HOUSE,"GIBBONS, James A.",REPUBLICAN,162310,277192,97742.0,162310.0,GIBBONS,JAMES,,,G000152
533,533,1996,NEW YORK,NY,US HOUSE,"McNULTY, Michael Robert",DEMOCRAT,136964,267608,136964.0,122479.0,MCNULTY,MICHAEL,,,M000590
534,534,1996,OHIO,OH,US HOUSE,"TRAFICANT, James A., Jr.",DEMOCRAT,218283,239968,218283.0,186853.0,TRAFICANT,JAMES,JR,,T000350
535,535,1996,OKLAHOMA,OK,US HOUSE,"ISTOOK, Ernest James, Jr.",REPUBLICAN,148362,212791,90120.0,148362.0,ISTOOK,ERNEST,JR,,I000047
536,536,1996,OREGON,OR,US HOUSE,"DeFAZIO, Peter Anthony",DEMOCRAT,177270,269856,177270.0,164062.0,DEFAZIO,PETER,,,D000191
537,537,1996,PENNSYLVANIA,PA,US HOUSE,"FATTAH, Chaka",DEMOCRAT,168887,191937,168887.0,165087.0,FATTAH,CHAKA,,,F000043
538,538,1996,RHODE ISLAND,RI,US HOUSE,"KENNEDY, Patrick Joseph",DEMOCRAT,121781,175425,121781.0,58458.0,KENNEDY,PATRICK,,,K000113
539,539,1996,SOUTH CAROLINA,SC,US HOUSE,"SPENCE, Floyd Davidson",REPUBLICAN,158229,175942,120132.0,158229.0,SPENCE,FLOYD,,,S000718
540,540,1996,SOUTH DAKOTA,SD,US HOUSE,"THUNE, John",REPUBLICAN,186393,323203,119547.0,186393.0,THUNE,JOHN,,,T000250
541,541,1996,TENNESSEE,TN,US HOUSE,"DUNCAN, John J., Jr.",REPUBLICAN,150953,213574,140264.0,150953.0,DUNCAN,JOHN,JR,,D000533
542,542,1996,TEXAS,TX,US HOUSE,"SMITH, Lamar Seeligson",REPUBLICAN,205830,269307,132126.0,205830.0,SMITH,LAMAR,,,S000583
543,543,1996,UTAH,UT,US HOUSE,"HANSEN, James Vear",REPUBLICAN,150126,219779,100283.0,150126.0,HANSEN,JAMES,,,H000172
544,544,1996,VIRGINIA,VA,US HOUSE,"BLILEY, Thomas Jerome, Jr.",REPUBLICAN,189644,252505,160100.0,189644.0,BLILEY,THOMAS,JR,,B000556
545,545,1996,VERMONT,VT,US HOUSE,"SANDERS, Bernard",INDEPENDENT,140678,254706,23830.0,83021.0,SANDERS,BERNARD,,,S000033
546,546,1996,WASHINGTON,WA,US HOUSE,"McDERMOTT, James A.",DEMOCRAT,209753,259094,209753.0,170691.0,MCDERMOTT,JAMES,,,M000404
547,547,1996,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,197910,265875,141179.0,197910.0,SENSENBRENNER,FRANK,JR,,S000244
548,548,1996,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,171334,171334,171334.0,63933.0,MOLLOHAN,ALAN,,,M000844
549,549,1996,WYOMING,WY,US HOUSE,"CUBIN, Barbara L.",REPUBLICAN,116004,209983,85724.0,116004.0,CUBIN,BARBARA,,,C000962
550,550,1998,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,139676,223300,77232.0,139676.0,YOUNG,DONALD,,,Y000033
551,551,1998,ALABAMA,AL,US HOUSE,"BACHUS, Spencer T., III",REPUBLICAN,154761,215582,136431.0,154761.0,BACHUS,SPENCER,III,,B000013
552,552,1998,ARKANSAS,AR,US HOUSE,"HUTCHINSON, Asa",REPUBLICAN,154780,191697,100334.0,154780.0,HUTCHINSON,ASA,,,H001014
553,553,1998,ARIZONA,AZ,US HOUSE,"STUMP, Robert Lee",REPUBLICAN,137618,204623,91030.0,137618.0,STUMP,ROBERT,,,S001044
554,554,1998,CALIFORNIA,CA,US HOUSE,"WOOLSEY, Lynn C.",DEMOCRAT,158446,232981,158446.0,155306.0,WOOLSEY,LYNN,,,W000738
555,555,1998,COLORADO,CO,US HOUSE,"McINNIS, Scott",REPUBLICAN,156501,236653,116628.0,156501.0,MCINNIS,SCOTT,,,M000477
556,556,1998,CONNECTICUT,CT,US HOUSE,"DeLAURO, Rosa L.",DEMOCRAT,109726,153851,109726.0,101630.0,DELAURO,ROSA,,,D000216
557,557,1998,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,119811,180529,57446.0,119811.0,CASTLE,MICHAEL,,,C000243
558,558,1998,FLORIDA,FL,US HOUSE,"SCARBOROUGH, Charles Joseph",REPUBLICAN,140525,141188,138440.0,140525.0,SCARBOROUGH,CHARLES,,,S000106
559,559,1998,GEORGIA,GA,US HOUSE,NEWT GINGRICH,REPUBLICAN,164966,233332,109177.0,164966.0,GINGRICH,NEWT,,,
560,560,1998,HAWAII,HI,US HOUSE,"MINK, Patsy Takemoto",DEMOCRAT,144254,207871,144254.0,68905.0,MINK,PATSY,,,M000797
561,561,1998,IOWA,IA,US HOUSE,"LATHAM, Thomas",REPUBLICAN,132730,133771,107947.0,132730.0,LATHAM,THOMAS,,,L000111
562,562,1998,IDAHO,ID,US HOUSE,"CHENOWETH-HAGE, Helen P.",REPUBLICAN,113231,204884,91653.0,113231.0,CHENOWETH-HAGE,HELEN,,,C000345
563,563,1998,ILLINOIS,IL,US HOUSE,"LaHOOD, Ray H.",REPUBLICAN,158175,158177,151890.0,158175.0,LAHOOD,RAY,,,L000552
564,564,1998,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,135250,187827,92973.0,135250.0,BURTON,DANNY,,,B001149
565,565,1998,KANSAS,KS,US HOUSE,"MORAN, Jerry",REPUBLICAN,152775,189393,103376.0,152775.0,MORAN,JERRY,,,M000934
566,566,1998,KENTUCKY,KY,US HOUSE,"ROGERS, Harold Dallas (Hal)",REPUBLICAN,142215,181800,93485.0,142215.0,ROGERS,HAROLD,,HAL,R000395
567,567,1998,LOUISIANA,LA,US HOUSE,"JEFFERSON, William Jennings",DEMOCRAT,102247,118949,102247.0,97044.0,JEFFERSON,WILLIAM,,,J000070
568,568,1998,MASSACHUSETTS,MA,US HOUSE,"DELAHUNT, Bill",DEMOCRAT,164917,235563,164917.0,90986.0,DELAHUNT,BILL,,,D000210
569,569,1998,MARYLAND,MD,US HOUSE,"CARDIN, Benjamin Louis",DEMOCRAT,137501,177168,137501.0,135771.0,CARDIN,BENJAMIN,,,C000141
570,570,1998,MAINE,ME,US HOUSE,"BALDACCI, John Elias",DEMOCRAT,146202,191876,146202.0,79160.0,BALDACCI,JOHN,,,B000081
571,571,1998,MICHIGAN,MI,US HOUSE,"CAMP, David Lee",REPUBLICAN,155343,170109,135254.0,155343.0,CAMP,DAVID,,,C000071
572,572,1998,MINNESOTA,MN,US HOUSE,"RAMSTAD, James (Jim)",REPUBLICAN,203731,283309,,203731.0,RAMSTAD,JAMES,,JIM,R000033
573,573,1998,MISSOURI,MO,US HOUSE,"TALENT, James Matthes",REPUBLICAN,142313,203259,136774.0,142313.0,TALENT,JAMES,,,T000024
574,574,1998,MISSISSIPPI,MS,US HOUSE,"PICKERING, Charles W. (Chip), Jr.",REPUBLICAN,84785,100250,80284.0,84785.0,PICKERING,CHARLES,JR,"CHIP,",P000323
575,575,1998,MONTANA,MT,US HOUSE,"HILL, Rick",REPUBLICAN,175748,331551,147073.0,175748.0,HILL,RICK,,,H000605
576,576,1998,NORTH CAROLINA,NC,US HOUSE,"PRICE, David Eugene",DEMOCRAT,129157,224910,129157.0,120570.0,PRICE,DAVID,,,P000523
577,577,1998,NORTH DAKOTA,ND,US HOUSE,"POMEROY, Earl Ralph, III",DEMOCRAT,119668,212888,119668.0,87511.0,POMEROY,EARL,III,,P000422
578,578,1998,NEBRASKA,NE,US HOUSE,"BARRETT, William E.",REPUBLICAN,149896,177729,55722.0,149896.0,BARRETT,WILLIAM,,,B000179
579,579,1998,NEW HAMPSHIRE,NH,US HOUSE,"SUNUNU, John E.",REPUBLICAN,104430,156213,72217.0,104430.0,SUNUNU,JOHN,,,S001078
580,580,1998,NEW JERSEY,NJ,US HOUSE,"ROUKEMA, Margaret Scafati",REPUBLICAN,106304,166818,92528.0,106304.0,ROUKEMA,MARGARET,,,R000465
581,581,1998,NEW MEXICO,NM,US HOUSE,"UDALL, Thomas (Tom)",DEMOCRAT,91248,171649,91248.0,86784.0,UDALL,THOMAS,,TOM,U000039
582,582,1998,NEVADA,NV,US HOUSE,"GIBBONS, James A.",REPUBLICAN,201623,248763,79315.0,201623.0,GIBBONS,JAMES,,,G000152
583,583,1998,NEW YORK,NY,US HOUSE,"McNULTY, Michael Robert",DEMOCRAT,123638,218753,123638.0,111242.0,MCNULTY,MICHAEL,,,M000590
584,584,1998,OHIO,OH,US HOUSE,"PORTMAN, Robert Jones (Rob)",REPUBLICAN,154344,203637,130793.0,154344.0,PORTMAN,ROBERT,,ROB,P000449
585,585,1998,OKLAHOMA,OK,US HOUSE,"ISTOOK, Ernest James, Jr.",REPUBLICAN,103217,151399,59042.0,103217.0,ISTOOK,ERNEST,JR,,I000047
586,586,1998,OREGON,OR,US HOUSE,"DeFAZIO, Peter Anthony",DEMOCRAT,157524,224637,157524.0,132316.0,DEFAZIO,PETER,,,D000191
587,587,1998,PENNSYLVANIA,PA,US HOUSE,"SHUSTER, E. G. (Bud)",REPUBLICAN,125409,126027,103183.0,125409.0,SHUSTER,E.,,,S000394
588,588,1998,RHODE ISLAND,RI,US HOUSE,"WEYGAND, Robert A.",DEMOCRAT,110917,154053,110917.0,38460.0,WEYGAND,ROBERT,,,W000315
589,589,1998,SOUTH CAROLINA,SC,US HOUSE,"GRAHAM, Lindsey O.",REPUBLICAN,129047,129449,116507.0,129047.0,GRAHAM,LINDSEY,,,G000359
590,590,1998,SOUTH DAKOTA,SD,US HOUSE,"THUNE, John",REPUBLICAN,194157,258590,64433.0,194157.0,THUNE,JOHN,,,T000250
591,591,1998,TENNESSEE,TN,US HOUSE,"BRYANT, Ed",REPUBLICAN,91503,91980,76803.0,91503.0,BRYANT,ED,,,B000996
592,592,1998,TEXAS,TX,US HOUSE,"SMITH, Lamar Seeligson",REPUBLICAN,165047,180608,116127.0,165047.0,SMITH,LAMAR,,,S000583
593,593,1998,UTAH,UT,US HOUSE,"HANSEN, James Vear",REPUBLICAN,109708,162085,77198.0,109708.0,HANSEN,JAMES,,,H000172
594,594,1998,VIRGINIA,VA,US HOUSE,"WOLF, Frank Rudolph",REPUBLICAN,103648,144755,97545.0,103648.0,WOLF,FRANK,,,W000672
595,595,1998,VERMONT,VT,US HOUSE,"SANDERS, Bernard",INDEPENDENT,136403,215133,,70740.0,SANDERS,BERNARD,,,S000033
596,596,1998,WASHINGTON,WA,US HOUSE,"McDERMOTT, James A.",DEMOCRAT,183076,207542,183076.0,135539.0,MCDERMOTT,JAMES,,,M000404
597,597,1998,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,175533,192318,128256.0,175533.0,SENSENBRENNER,FRANK,JR,,S000244
598,598,1998,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,105101,124114,105101.0,29136.0,MOLLOHAN,ALAN,,,M000844
599,599,1998,WYOMING,WY,US HOUSE,"CUBIN, Barbara L.",REPUBLICAN,100687,174219,67399.0,100687.0,CUBIN,BARBARA,,,C000962
600,600,2000,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,190862,274393,45372.0,190862.0,YOUNG,DONALD,,,Y000033
601,601,2000,ALABAMA,AL,US HOUSE,"BACHUS, Spencer T., III",REPUBLICAN,212751,241917,186059.0,212751.0,BACHUS,SPENCER,III,,B000013
602,602,2000,ARKANSAS,AR,US HOUSE,"SNYDER, Victor F.",DEMOCRAT,126957,220649,126957.0,104017.0,SNYDER,VICTOR,,,S000672
603,603,2000,ARIZONA,AZ,US HOUSE,"STUMP, Robert Lee",REPUBLICAN,198367,301970,108317.0,198367.0,STUMP,ROBERT,,,S001044
604,604,2000,CALIFORNIA,CA,US HOUSE,"DOOLITTLE, John Taylor",REPUBLICAN,197503,311423,182352.0,197503.0,DOOLITTLE,JOHN,,,D000429
605,605,2000,COLORADO,CO,US HOUSE,"HEFLEY, Joel M.",REPUBLICAN,253330,306309,155725.0,253330.0,HEFLEY,JOEL,,,H000444
606,606,2000,CONNECTICUT,CT,US HOUSE,"DeLAURO, Rosa L.",DEMOCRAT,156910,218205,156910.0,143698.0,DELAURO,ROSA,,,D000216
607,607,2000,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,211797,313126,96488.0,211797.0,CASTLE,MICHAEL,,,C000243
608,608,2000,FLORIDA,FL,US HOUSE,"GOSS, Porter J.",REPUBLICAN,242614,284615,185579.0,242614.0,GOSS,PORTER,,,G000336
609,609,2000,GEORGIA,GA,US HOUSE,"ISAKSON, Johnny",REPUBLICAN,256595,343261,139579.0,256595.0,ISAKSON,JOHNNY,,,I000055
610,610,2000,HAWAII,HI,US HOUSE,"MINK, Patsy Takemoto",DEMOCRAT,112856,183230,112856.0,65906.0,MINK,PATSY,,,M000797
611,611,2000,IOWA,IA,US HOUSE,"GANSKE, Greg",REPUBLICAN,169267,275645,156327.0,169267.0,GANSKE,GREG,,,G000041
612,612,2000,IDAHO,ID,US HOUSE,"OTTER, C. L. (Butch)",REPUBLICAN,173743,268116,84080.0,173743.0,OTTER,C.,,BUTCH,O000166
613,613,2000,ILLINOIS,IL,US HOUSE,"BIGGERT, Judy Borg",REPUBLICAN,193250,292018,183208.0,193250.0,BIGGERT,JUDY,,,B001232
614,614,2000,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,199207,283175,148683.0,199207.0,BURTON,DANNY,,,B001149
615,615,2000,KANSAS,KS,US HOUSE,"MORAN, Jerry",REPUBLICAN,214328,239909,154505.0,214328.0,MORAN,JERRY,,,M000934
616,616,2000,KENTUCKY,KY,US HOUSE,"LEWIS, Ron",REPUBLICAN,160800,237462,125872.0,160800.0,LEWIS,RON,,,L000293
617,617,2000,LOUISIANA,LA,US HOUSE,"VITTER, David",REPUBLICAN,191379,237810,152796.0,191379.0,VITTER,DAVID,,,V000127
618,618,2000,MASSACHUSETTS,MA,US HOUSE,"DELAHUNT, Bill",DEMOCRAT,234675,332791,234675.0,83501.0,DELAHUNT,BILL,,,D000210
619,619,2000,MARYLAND,MD,US HOUSE,"EHRLICH, Robert L., Jr.",REPUBLICAN,178556,260432,172624.0,178556.0,EHRLICH,ROBERT,JR,,E000093
620,620,2000,MAINE,ME,US HOUSE,"BALDACCI, John Elias",DEMOCRAT,219783,299305,219783.0,123915.0,BALDACCI,JOHN,,,B000081
621,621,2000,MICHIGAN,MI,US HOUSE,"HOEKSTRA, Peter",REPUBLICAN,186762,289925,184048.0,186762.0,HOEKSTRA,PETER,,,H000676
622,622,2000,MINNESOTA,MN,US HOUSE,"RAMSTAD, James (Jim)",REPUBLICAN,222571,329062,,222571.0,RAMSTAD,JAMES,,JIM,R000033
623,623,2000,MISSOURI,MO,US HOUSE,"BLUNT, Roy",REPUBLICAN,202305,273937,180634.0,202305.0,BLUNT,ROY,,,B000575
624,624,2000,MISSISSIPPI,MS,US HOUSE,"PICKERING, Charles W. (Chip), Jr.",REPUBLICAN,153899,210363,153264.0,153899.0,PICKERING,CHARLES,JR,"CHIP,",P000323
625,625,2000,MONTANA,MT,US HOUSE,"REHBERG, Denny",REPUBLICAN,211418,410521,189971.0,211418.0,REHBERG,DENNY,,,R000571
626,626,2000,NORTH CAROLINA,NC,US HOUSE,"PRICE, David Eugene",DEMOCRAT,200885,325870,200885.0,195727.0,PRICE,DAVID,,,P000523
627,627,2000,NORTH DAKOTA,ND,US HOUSE,"POMEROY, Earl Ralph, III",DEMOCRAT,151173,285658,151173.0,127251.0,POMEROY,EARL,III,,P000422
628,628,2000,NEBRASKA,NE,US HOUSE,"OSBORNE, Thomas",REPUBLICAN,182117,222093,72859.0,182117.0,OSBORNE,THOMAS,,,O000165
629,629,2000,NEW HAMPSHIRE,NH,US HOUSE,"BASS, Charles Foster",REPUBLICAN,152581,271340,128387.0,152581.0,BASS,CHARLES,,,B000220
630,630,2000,NEW JERSEY,NJ,US HOUSE,"FRELINGHUYSEN, Rodney P.",REPUBLICAN,186140,273838,167327.0,186140.0,FRELINGHUYSEN,RODNEY,,,F000372
631,631,2000,NEW MEXICO,NM,US HOUSE,"UDALL, Thomas (Tom)",DEMOCRAT,135040,201019,135040.0,107296.0,UDALL,THOMAS,,TOM,U000039
632,632,2000,NEVADA,NV,US HOUSE,"GIBBONS, James A.",REPUBLICAN,229608,357418,118469.0,229608.0,GIBBONS,JAMES,,,G000152
633,633,2000,NEW YORK,NY,US HOUSE,"McNULTY, Michael Robert",DEMOCRAT,157773,267412,157773.0,153997.0,MCNULTY,MICHAEL,,,M000590
634,634,2000,OHIO,OH,US HOUSE,"LaTOURETTE, Steven C.",REPUBLICAN,206639,318848,177731.0,206639.0,LATOURETTE,STEVEN,,,L000553
635,635,2000,OKLAHOMA,OK,US HOUSE,"LARGENT, Steve",REPUBLICAN,138528,200005,107273.0,138528.0,LARGENT,STEVE,,,L000096
636,636,2000,OREGON,OR,US HOUSE,"WALDEN, Greg",REPUBLICAN,220086,298907,197998.0,220086.0,WALDEN,GREG,,,W000791
637,637,2000,PENNSYLVANIA,PA,US HOUSE,"SHUSTER, E. G. (Bud)",REPUBLICAN,184401,184401,180021.0,184401.0,SHUSTER,E.,,,S000394
638,638,2000,RHODE ISLAND,RI,US HOUSE,"LANGEVIN, James",DEMOCRAT,123805,199021,123805.0,61522.0,LANGEVIN,JAMES,,,L000559
639,639,2000,SOUTH CAROLINA,SC,US HOUSE,"SPENCE, Floyd Davidson",REPUBLICAN,154338,270976,138053.0,154338.0,SPENCE,FLOYD,,,S000718
640,640,2000,SOUTH DAKOTA,SD,US HOUSE,"THUNE, John",REPUBLICAN,231083,314761,78321.0,231083.0,THUNE,JOHN,,,T000250
641,641,2000,TENNESSEE,TN,US HOUSE,"DUNCAN, John J., Jr.",REPUBLICAN,187154,209485,168861.0,187154.0,DUNCAN,JOHN,JR,,D000533
642,642,2000,TEXAS,TX,US HOUSE,"SMITH, Lamar Seeligson",REPUBLICAN,251049,330878,203628.0,251049.0,SMITH,LAMAR,,,S000583
643,643,2000,UTAH,UT,US HOUSE,"HANSEN, James Vear",REPUBLICAN,180591,261805,145021.0,180591.0,HANSEN,JAMES,,,H000172
644,644,2000,VIRGINIA,VA,US HOUSE,"WOLF, Frank Rudolph",REPUBLICAN,238817,283637,189787.0,238817.0,WOLF,FRANK,,,W000672
645,645,2000,VERMONT,VT,US HOUSE,"SANDERS, Bernard",INDEPENDENT,196118,283366,14918.0,51977.0,SANDERS,BERNARD,,,S000033
646,646,2000,WASHINGTON,WA,US HOUSE,"McDERMOTT, James A.",DEMOCRAT,193470,265809,193470.0,183255.0,MCDERMOTT,JAMES,,,M000404
647,647,2000,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,239498,323455,173893.0,239498.0,SENSENBRENNER,FRANK,JR,,S000244
648,648,2000,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,170974,194771,170974.0,108769.0,MOLLOHAN,ALAN,,,M000844
649,649,2000,WYOMING,WY,US HOUSE,"CUBIN, Barbara L.",REPUBLICAN,141848,212312,60638.0,141848.0,CUBIN,BARBARA,,,C000962
