level_0,index,year,state,state_po,office,candidate,party,candidatevotes,totalvotes,democratvotes,republicanvotes,last_name,first_name,suffix,nickname,bioguide_id
153,153,1982,ARIZONA,AZ,US HOUSE,"STUMP, Robert Lee",REPUBLICAN,101198,159842,82938.0,101198.0,STUMP,ROBERT,,,S001044
154,154,1982,CALIFORNIA,CA,US HOUSE,"MATSUI, Robert T.",DEMOCRAT,194680,217196,194680.0,145831.0,MATSUI,ROBERT,,,M000249
155,155,1982,COLORADO,CO,US HOUSE,"BROWN, George Hanks (Hank)",REPUBLICAN,105550,151300,101194.0,105550.0,BROWN,GEORGE,,,B000919
156,156,1982,CONNECTICUT,CT,US HOUSE,"KENNELLY, Barbara Bailey",DEMOCRAT,126798,186110,126798.0,99703.0,KENNELLY,BARBARA,,,K000118
157,157,1982,DELAWARE,DE,US HOUSE,"CARPER, Thomas Richard",DEMOCRAT,98533,188064,98533.0,87153.0,CARPER,THOMAS,,,C000174
158,158,1982,FLORIDA,FL,US HOUSE,"MACK, Connie, III",REPUBLICAN,132951,204190,128646.0,132951.0,MACK,CONNIE,III,,M000019
159,159,1982,GEORGIA,GA,US HOUSE,"JENKINS, Edgar Lanier (Ed)",DEMOCRAT,86514,112422,86514.0,62352.0,JENKINS,EDGAR,,ED,J000083
160,160,1982,HAWAII,HI,US HOUSE,"HEFTEL, Cecil Landau",DEMOCRAT,134779,149907,134779.0,,HEFTEL,CECIL,,,H000449
161,161,1982,IOWA,IA,US HOUSE,"SMITH, Neal Edward",DEMOCRAT,118849,179972,118849.0,104072.0,SMITH,NEAL,,,S000596
162,162,1982,IDAHO,ID,US HOUSE,"CRAIG, Larry Edwin",REPUBLICAN,86277,160665,76608.0,86277.0,CRAIG,LARRY,,,C000858
163,163,1982,ILLINOIS,IL,US HOUSE,"WASHINGTON, Harold",DEMOCRAT,172641,177462,172641.0,113423.0,WASHINGTON,HAROLD,,,W000180
164,164,1982,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,131100,201864,121094.0,131100.0,BURTON,DANNY,,,B001149
165,165,1982,KANSAS,KS,US HOUSE,"ROBERTS, Charles Patrick (Pat)",REPUBLICAN,115749,169133,107326.0,115749.0,ROBERTS,CHARLES,,,R000307
166,166,1982,KENTUCKY,KY,US HOUSE,"MAZZOLI, Romano Louis",DEMOCRAT,92849,142597,92849.0,74109.0,MAZZOLI,ROMANO,,,M000291
167,167,1982,LOUISIANA,LA,US HOUSE,"LIVINGSTON, Robert Linlithgow, Jr.",REPUBLICAN,1,1,1.0,1.0,LIVINGSTON,ROBERT,JR,,L000371
168,168,1982,MASSACHUSETTS,MA,US HOUSE,"MARKEY, Edward John",DEMOCRAT,151305,194369,151305.0,145417.0,MARKEY,EDWARD,,,M000133
169,169,1982,MARYLAND,MD,US HOUSE,"BARNES, Michael Darr",DEMOCRAT,121761,170671,121761.0,75617.0,BARNES,MICHAEL,,,B000160
170,170,1982,MAINE,ME,US HOUSE,"SNOWE, Olympia Jean",REPUBLICAN,136075,204176,118884.0,136075.0,SNOWE,OLYMPIA,,,S000663
171,171,1982,MICHIGAN,MI,US HOUSE,"BROOMFIELD, William S.",REPUBLICAN,132902,181262,125517.0,132902.0,BROOMFIELD,WILLIAM,,,B000890
172,172,1982,MINNESOTA,MN,US HOUSE,"OBERSTAR, James Louis",DEMOCRAT,176392,229859,176392.0,166891.0,OBERSTAR,JAMES,,,O000006
173,173,1982,MISSOURI,MO,US HOUSE,"GEPHARDT, Richard Andrew",DEMOCRAT,131566,168954,131566.0,97993.0,GEPHARDT,RICHARD,,,G000132
174,174,1982,MISSISSIPPI,MS,US HOUSE,"MONTGOMERY, Gillespie V. (Sonny)",DEMOCRAT,114530,123049,114530.0,82884.0,MONTGOMERY,GILLESPIE,,SONNY,M000865
175,175,1982,MONTANA,MT,US HOUSE,"WILLIAMS, John Patrick",DEMOCRAT,100087,167602,100087.0,79968.0,WILLIAMS,JOHN,,,W000520
176,176,1982,NORTH CAROLINA,NC,US HOUSE,"NEAL, Stephen Lybrook",DEMOCRAT,87819,145707,87819.0,84085.0,NEAL,STEPHEN,,,N000016
177,177,1982,NORTH DAKOTA,ND,US HOUSE,"DORGAN, Byron Leslie",DEMOCRAT,186534,260499,186534.0,72241.0,DORGAN,BYRON,,,D000432
178,178,1982,NEBRASKA,NE,US HOUSE,"SMITH, Virginia Dodd",REPUBLICAN,171853,172364,70431.0,171853.0,SMITH,VIRGINIA,,,S000622
179,179,1982,NEW HAMPSHIRE,NH,US HOUSE,"GREGG, Judd Alan",REPUBLICAN,92098,130007,76281.0,92098.0,GREGG,JUDD,,,G000445
180,180,1982,NEW JERSEY,NJ,US HOUSE,"COURTER, James Andrew",REPUBLICAN,117793,176452,110570.0,117793.0,COURTER,JAMES,,,C000809
181,181,1982,NEW MEXICO,NM,US HOUSE,"RICHARDSON, Bill",DEMOCRAT,84669,131293,84669.0,74459.0,RICHARDSON,BILL,,,R000229
182,182,1982,NEVADA,NV,US HOUSE,"VUCANOVICH, Barbara Farrell",REPUBLICAN,70188,126496,61901.0,70188.0,VUCANOVICH,BARBARA,,,V000124
183,183,1982,NEW YORK,NY,US HOUSE,"STRATTON, Samuel Studdiford",DEMOCRAT,164427,216083,164427.0,126101.0,STRATTON,SAMUEL,,,S000997
184,184,1982,OHIO,OH,US HOUSE,"OAKAR, Mary Rose",DEMOCRAT,133603,156052,133603.0,110485.0,OAKAR,MARY,,,O000001
185,185,1982,OKLAHOMA,OK,US HOUSE,"WATKINS, Wesley Wade",DEMOCRAT,121670,148005,121670.0,98979.0,WATKINS,WESLEY,,,W000194
186,186,1982,OREGON,OR,US HOUSE,"WYDEN, Ronald Lee",DEMOCRAT,159416,203662,159416.0,106912.0,WYDEN,RONALD,,,W000779
187,187,1982,PENNSYLVANIA,PA,US HOUSE,"GAYDOS, Joseph Matthew",DEMOCRAT,127281,167428,127281.0,109198.0,GAYDOS,JOSEPH,,,G000105
188,188,1982,RHODE ISLAND,RI,US HOUSE,"ST. GERMAIN, Fernand Joseph",DEMOCRAT,97254,160131,97254.0,96282.0,ST. GERMAIN,FERNAND,,,S000762
189,189,1982,SOUTH CAROLINA,SC,US HOUSE,"DERRICK, Butler Carson, Jr.",DEMOCRAT,77125,85339,77125.0,71569.0,DERRICK,BUTLER,JR,,D000267
190,190,1982,SOUTH DAKOTA,SD,US HOUSE,"DASCHLE, Thomas Andrew",DEMOCRAT,142122,275652,142122.0,133530.0,DASCHLE,THOMAS,,,D000064
191,191,1982,TENNESSEE,TN,US HOUSE,"FORD, Harold Eugene",DEMOCRAT,112143,154830,112143.0,109045.0,FORD,HAROLD,,,F000261
192,192,1982,TEXAS,TX,US HOUSE,"PICKLE, James Jarrell (Jake)",DEMOCRAT,121030,134276,121030.0,108718.0,PICKLE,JAMES,,JAKE,P000328
193,193,1982,UTAH,UT,US HOUSE,"HANSEN, James Vear",REPUBLICAN,111416,177422,78981.0,111416.0,HANSEN,JAMES,,,H000172
194,194,1982,VIRGINIA,VA,US HOUSE,"BLILEY, Thomas Jerome, Jr.",REPUBLICAN,92928,156891,88293.0,92928.0,BLILEY,THOMAS,JR,,B000556
195,195,1982,VERMONT,VT,US HOUSE,"JEFFORDS, James Merrill",REPUBLICAN,114191,164951,38296.0,114191.0,JEFFORDS,JAMES,,,J000072
196,196,1982,WASHINGTON,WA,US HOUSE,"LOWRY, Michael Edward",DEMOCRAT,126313,178072,126313.0,123956.0,LOWRY,MICHAEL,,,L000486
197,197,1982,WISCONSIN,WI,US HOUSE,"ZABLOCKI, Clement John",DEMOCRAT,129557,137024,129557.0,111503.0,ZABLOCKI,CLEMENT,,,Z000001
198,198,1982,WEST VIRGINIA,WV,US HOUSE,"RAHALL, Nick Joe, II",DEMOCRAT,91184,113238,91184.0,70069.0,RAHALL,NICK,II,,R000011
199,199,1982,WYOMING,WY,US HOUSE,"CHENEY, Richard Bruce",REPUBLICAN,113236,159277,46041.0,113236.0,CHENEY,RICHARD,,,C000344
200,200,1984,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,113582,206437,86052.0,113582.0,YOUNG,DONALD,,,Y000033
201,201,1984,ALABAMA,AL,US HOUSE,"FLIPPO, Ronnie Gene",DEMOCRAT,140542,146575,140542.0,118153.0,FLIPPO,RONNIE,,,F000208
202,202,1984,ARKANSAS,AR,US HOUSE,"ALEXANDER, William Vollie (Bill), Jr.",DEMOCRAT,121047,124528,121047.0,90841.0,ALEXANDER,WILLIAM,JR,"BILL,",A000103
203,203,1984,ARIZONA,AZ,US HOUSE,"RUDD, Eldon Dean",REPUBLICAN,167558,167615,109871.0,167558.0,RUDD,ELDON,,,R000495
204,204,1984,CALIFORNIA,CA,US HOUSE,"MOORHEAD, Carlos John",REPUBLICAN,184981,217017,162511.0,184981.0,MOORHEAD,CARLOS,,,M000926
205,205,1984,COLORADO,CO,US HOUSE,"SCHAEFER, Daniel",REPUBLICAN,171427,191760,126348.0,171427.0,SCHAEFER,DANIEL,,,S000109
206,206,1984,CONNECTICUT,CT,US HOUSE,"McKINNEY, Stewart Brett",REPUBLICAN,165644,235310,147748.0,165644.0,MCKINNEY,STEWART,,,M000527
207,207,1984,DELAWARE,DE,US HOUSE,"CARPER, Thomas Richard",DEMOCRAT,142070,243014,142070.0,100650.0,CARPER,THOMAS,,,C000174
208,208,1984,FLORIDA,FL,US HOUSE,"BILIRAKIS, Michael",REPUBLICAN,191343,243493,167409.0,191343.0,BILIRAKIS,MICHAEL,,,B000463
209,209,1984,GEORGIA,GA,US HOUSE,"FOWLER, Wyche, Jr.",DEMOCRAT,151233,151250,151233.0,120456.0,FOWLER,WYCHE,JR,,F000329
210,210,1984,HAWAII,HI,US HOUSE,"HEFTEL, Cecil Landau",DEMOCRAT,114884,138865,114884.0,20608.0,HEFTEL,CECIL,,,H000449
211,211,1984,IOWA,IA,US HOUSE,"SMITH, Neal Edward",DEMOCRAT,136922,225639,136922.0,136893.0,SMITH,NEAL,,,S000596
212,212,1984,IDAHO,ID,US HOUSE,"CRAIG, Larry Edwin",REPUBLICAN,139085,202676,101266.0,139085.0,CRAIG,LARRY,,,C000858
213,213,1984,ILLINOIS,IL,US HOUSE,"HAYES, Charles Arthur",DEMOCRAT,177438,185534,177438.0,159582.0,HAYES,CHARLES,,,H000388
214,214,1984,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,178814,245864,147035.0,178814.0,BURTON,DANNY,,,B001149
215,215,1984,KANSAS,KS,US HOUSE,"ROBERTS, Charles Patrick (Pat)",REPUBLICAN,159931,210763,138917.0,159931.0,ROBERTS,CHARLES,,,R000307
216,216,1984,KENTUCKY,KY,US HOUSE,"MAZZOLI, Romano Louis",DEMOCRAT,145680,215138,145680.0,126525.0,MAZZOLI,ROMANO,,,M000291
217,217,1984,LOUISIANA,LA,US HOUSE,"LIVINGSTON, Robert Linlithgow, Jr.",REPUBLICAN,1,1,1.0,1.0,LIVINGSTON,ROBERT,JR,,L000371
218,218,1984,MASSACHUSETTS,MA,US HOUSE,"O'NEILL, Thomas Philip, Jr. (Tip)",DEMOCRAT,179617,195603,179617.0,162646.0,O'NEILL,THOMAS,JR,TIP,O000098
219,219,1984,MARYLAND,MD,US HOUSE,"BARNES, Michael Darr",DEMOCRAT,181947,254569,181947.0,114430.0,BARNES,MICHAEL,,,B000160
220,220,1984,MAINE,ME,US HOUSE,"SNOWE, Olympia Jean",REPUBLICAN,192166,253773,104972.0,192166.0,SNOWE,OLYMPIA,,,S000663
221,221,1984,MICHIGAN,MI,US HOUSE,"BROOMFIELD, William S.",REPUBLICAN,186505,234884,152432.0,186505.0,BROOMFIELD,WILLIAM,,,B000890
222,222,1984,MINNESOTA,MN,US HOUSE,"FRENZEL, William Eldridge",REPUBLICAN,207819,283978,167678.0,207819.0,FRENZEL,WILLIAM,,,F000380
223,223,1984,MISSOURI,MO,US HOUSE,"GEPHARDT, Richard Andrew",DEMOCRAT,193537,193537,193537.0,164586.0,GEPHARDT,RICHARD,,,G000132
224,224,1984,MISSISSIPPI,MS,US HOUSE,"MONTGOMERY, Gillespie V. (Sonny)",DEMOCRAT,158002,158002,158002.0,142637.0,MONTGOMERY,GILLESPIE,,SONNY,M000865
225,225,1984,MONTANA,MT,US HOUSE,"WILLIAMS, John Patrick",DEMOCRAT,126998,193452,126998.0,116932.0,WILLIAMS,JOHN,,,W000520
226,226,1984,NORTH CAROLINA,NC,US HOUSE,"BROYHILL, James Thomas",REPUBLICAN,142873,194733,122815.0,142873.0,BROYHILL,JAMES,,,B000966
227,227,1984,NORTH DAKOTA,ND,US HOUSE,"DORGAN, Byron Leslie",DEMOCRAT,242968,308729,242968.0,65761.0,DORGAN,BYRON,,,D000432
228,228,1984,NEBRASKA,NE,US HOUSE,"SMITH, Virginia Dodd",REPUBLICAN,183901,220814,75210.0,183901.0,SMITH,VIRGINIA,,,S000622
229,229,1984,NEW HAMPSHIRE,NH,US HOUSE,"GREGG, Judd Alan",REPUBLICAN,138975,182411,76854.0,138975.0,GREGG,JUDD,,,G000445
230,230,1984,NEW JERSEY,NJ,US HOUSE,"ROUKEMA, Margaret Scafati",REPUBLICAN,171979,241645,152125.0,171979.0,ROUKEMA,MARGARET,,,R000465
231,231,1984,NEW MEXICO,NM,US HOUSE,"SKEEN, Joseph Richard",REPUBLICAN,116006,156069,100470.0,116006.0,SKEEN,JOSEPH,,,S000463
232,232,1984,NEVADA,NV,US HOUSE,"VUCANOVICH, Barbara Farrell",REPUBLICAN,99775,140106,73242.0,99775.0,VUCANOVICH,BARBARA,,,V000124
233,233,1984,NEW YORK,NY,US HOUSE,"STRATTON, Samuel Studdiford",DEMOCRAT,188144,241846,188144.0,152810.0,STRATTON,SAMUEL,,,S000997
234,234,1984,OHIO,OH,US HOUSE,"OAKAR, Mary Rose",DEMOCRAT,167115,167155,167115.0,162199.0,OAKAR,MARY,,,O000001
235,235,1984,OKLAHOMA,OK,US HOUSE,"SYNAR, Michael Lynn",DEMOCRAT,148124,200013,148124.0,135167.0,SYNAR,MICHAEL,,,S001139
236,236,1984,OREGON,OR,US HOUSE,"WYDEN, Ronald Lee",DEMOCRAT,173438,239897,173438.0,132649.0,WYDEN,RONALD,,,W000779
237,237,1984,PENNSYLVANIA,PA,US HOUSE,"GRAY, William Herbert, III",DEMOCRAT,200484,220295,200484.0,150166.0,GRAY,WILLIAM,III,,G000402
238,238,1984,RHODE ISLAND,RI,US HOUSE,"SCHNEIDER, Claudine",REPUBLICAN,134282,198623,130584.0,134282.0,SCHNEIDER,CLAUDINE,,,S000136
239,239,1984,SOUTH CAROLINA,SC,US HOUSE,"SPENCE, Floyd Davidson",REPUBLICAN,108085,174027,98513.0,108085.0,SPENCE,FLOYD,,,S000718
240,240,1984,SOUTH DAKOTA,SD,US HOUSE,"DASCHLE, Thomas Andrew",DEMOCRAT,181401,316222,181401.0,134821.0,DASCHLE,THOMAS,,,D000064
241,241,1984,TENNESSEE,TN,US HOUSE,"BONER, William Hill",DEMOCRAT,138233,138286,138233.0,132604.0,BONER,WILLIAM,,,B000615
242,242,1984,TEXAS,TX,US HOUSE,"BARTLETT, Harry Stephen (Steve)",REPUBLICAN,228819,275709,186447.0,228819.0,BARTLETT,HARRY,,,B000204
243,243,1984,UTAH,UT,US HOUSE,"HANSEN, James Vear",REPUBLICAN,142952,200717,105044.0,142952.0,HANSEN,JAMES,,,H000172
244,244,1984,VIRGINIA,VA,US HOUSE,"BLILEY, Thomas Jerome, Jr.",REPUBLICAN,169987,198567,120093.0,169987.0,BLILEY,THOMAS,JR,,B000556
245,245,1984,VERMONT,VT,US HOUSE,"JEFFORDS, James Merrill",REPUBLICAN,148025,226297,60360.0,148025.0,JEFFORDS,JAMES,,,J000072
246,246,1984,WASHINGTON,WA,US HOUSE,"LOWRY, Michael Edward",DEMOCRAT,174560,247846,174560.0,150322.0,LOWRY,MICHAEL,,,L000486
247,247,1984,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,180247,245716,175243.0,180247.0,SENSENBRENNER,FRANK,JR,,S000244
248,248,1984,WEST VIRGINIA,WV,US HOUSE,"WISE, Robert Ellsworth, Jr.",DEMOCRAT,125306,184434,125306.0,87622.0,WISE,ROBERT,JR,,W000654
249,249,1984,WYOMING,WY,US HOUSE,"CHENEY, Richard Bruce",REPUBLICAN,138234,187904,45857.0,138234.0,CHENEY,RICHARD,,,C000344
250,250,1986,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,101799,180277,74053.0,101799.0,YOUNG,DONALD,,,Y000033
251,251,1986,ALABAMA,AL,US HOUSE,"ERDREICH, Ben",DEMOCRAT,139608,191976,139608.0,115302.0,ERDREICH,BEN,,,E000201
252,252,1986,ARKANSAS,AR,US HOUSE,"HAMMERSCHMIDT, John Paul",REPUBLICAN,145127,181856,128822.0,145127.0,HAMMERSCHMIDT,JOHN,,,H000124
253,253,1986,ARIZONA,AZ,US HOUSE,"STUMP, Robert Lee",REPUBLICAN,146462,146462,77239.0,146462.0,STUMP,ROBERT,,,S001044
254,254,1986,CALIFORNIA,CA,US HOUSE,"MATSUI, Robert T.",DEMOCRAT,158709,208974,158709.0,146906.0,MATSUI,ROBERT,,,M000249
255,255,1986,COLORADO,CO,US HOUSE,"HEFLEY, Joel M.",REPUBLICAN,121153,173641,106113.0,121153.0,HEFLEY,JOEL,,,H000444
256,256,1986,CONNECTICUT,CT,US HOUSE,"KENNELLY, Barbara Bailey",DEMOCRAT,128930,173787,128930.0,111304.0,KENNELLY,BARBARA,,,K000118
257,257,1986,DELAWARE,DE,US HOUSE,"CARPER, Thomas Richard",DEMOCRAT,106351,160757,106351.0,53767.0,CARPER,THOMAS,,,C000174
258,258,1986,FLORIDA,FL,US HOUSE,"MACK, Connie, III",REPUBLICAN,187846,250555,171976.0,187846.0,MACK,CONNIE,III,,M000019
259,259,1986,GEORGIA,GA,US HOUSE,"LEWIS, John R.",DEMOCRAT,93229,123800,93229.0,86366.0,LEWIS,JOHN,,,L000287
260,260,1986,HAWAII,HI,US HOUSE,"AKAKA, Daniel Kahikina",DEMOCRAT,123830,162819,123830.0,99683.0,AKAKA,DANIEL,,,A000069
261,261,1986,IOWA,IA,US HOUSE,"SMITH, Neal Edward",DEMOCRAT,107271,156952,107271.0,88708.0,SMITH,NEAL,,,S000596
262,262,1986,IDAHO,ID,US HOUSE,"CRAIG, Larry Edwin",REPUBLICAN,120553,185124,103035.0,120553.0,CRAIG,LARRY,,,C000858
263,263,1986,ILLINOIS,IL,US HOUSE,"DURBIN, Richard Joseph",DEMOCRAT,126556,185847,126556.0,115284.0,DURBIN,RICHARD,,,D000563
264,264,1986,INDIANA,IN,US HOUSE,"HAMILTON, Lee Herbert",DEMOCRAT,120586,167703,120586.0,118363.0,HAMILTON,LEE,,,H000114
265,265,1986,KANSAS,KS,US HOUSE,"ROBERTS, Charles Patrick (Pat)",REPUBLICAN,141297,184656,111164.0,141297.0,ROBERTS,CHARLES,,,R000307
266,266,1986,KENTUCKY,KY,US HOUSE,"PERKINS, Carl Christopher",DEMOCRAT,90619,113828,90619.0,75906.0,PERKINS,CARL,,,P000229
267,267,1986,LOUISIANA,LA,US HOUSE,"HAYES, James Allison",DEMOCRAT,109205,191498,109205.0,102276.0,HAYES,JAMES,,,H000390
268,268,1986,MASSACHUSETTS,MA,US HOUSE,"FRANK, Barney",DEMOCRAT,134387,166835,134387.0,113653.0,FRANK,BARNEY,,,F000339
269,269,1986,MARYLAND,MD,US HOUSE,"BYRON, Beverly Barton Butcher",DEMOCRAT,102975,142575,102975.0,96745.0,BYRON,BEVERLY,,,B001220
270,270,1986,MAINE,ME,US HOUSE,"SNOWE, Olympia Jean",REPUBLICAN,148770,192397,121848.0,148770.0,SNOWE,OLYMPIA,,,S000663
271,271,1986,MICHIGAN,MI,US HOUSE,"BROOMFIELD, William S.",REPUBLICAN,110099,149244,105031.0,110099.0,BROOMFIELD,WILLIAM,,,B000890
272,272,1986,MINNESOTA,MN,US HOUSE,"OBERSTAR, James Louis",DEMOCRAT,135718,187045,135718.0,127434.0,OBERSTAR,JAMES,,,O000006
273,273,1986,MISSOURI,MO,US HOUSE,"SKELTON, Isaac Newton, IV (Ike)",DEMOCRAT,129471,129471,129471.0,114210.0,SKELTON,ISAAC,,,S000465
274,274,1986,MISSISSIPPI,MS,US HOUSE,"DOWDY, Charles Wayne",DEMOCRAT,85819,120009,85819.0,75288.0,DOWDY,CHARLES,,,D000466
275,275,1986,MONTANA,MT,US HOUSE,"WILLIAMS, John Patrick",DEMOCRAT,98501,159731,98501.0,84548.0,WILLIAMS,JOHN,,,W000520
276,276,1986,NORTH CAROLINA,NC,US HOUSE,"VALENTINE, Itimous Thaddeus, Jr., (Tim)",DEMOCRAT,95320,127835,95320.0,89069.0,VALENTINE,ITIMOUS,,TIM,V000006
277,277,1986,NORTH DAKOTA,ND,US HOUSE,"DORGAN, Byron Leslie",DEMOCRAT,216258,286361,216258.0,66989.0,DORGAN,BYRON,,,D000432
278,278,1986,NEBRASKA,NE,US HOUSE,"SMITH, Virginia Dodd",REPUBLICAN,136985,196184,70372.0,136985.0,SMITH,VIRGINIA,,,S000622
279,279,1986,NEW HAMPSHIRE,NH,US HOUSE,"GREGG, Judd Alan",REPUBLICAN,85479,115200,54787.0,85479.0,GREGG,JUDD,,,G000445
280,280,1986,NEW JERSEY,NJ,US HOUSE,"FLORIO, James Joseph",DEMOCRAT,93497,123601,93497.0,92254.0,FLORIO,JAMES,,,F000215
281,281,1986,NEW MEXICO,NM,US HOUSE,"RICHARDSON, Bill",DEMOCRAT,95760,134312,95760.0,90476.0,RICHARDSON,BILL,,,R000229
282,282,1986,NEVADA,NV,US HOUSE,"VUCANOVICH, Barbara Farrell",REPUBLICAN,83479,142912,61830.0,83479.0,VUCANOVICH,BARBARA,,,V000124
283,283,1986,NEW YORK,NY,US HOUSE,"STRATTON, Samuel Studdiford",DEMOCRAT,140759,146038,140759.0,104216.0,STRATTON,SAMUEL,,,S000997
284,284,1986,OHIO,OH,US HOUSE,"APPLEGATE, Douglas Earl",DEMOCRAT,126526,126526,126526.0,119238.0,APPLEGATE,DOUGLAS,,,A000214
285,285,1986,OKLAHOMA,OK,US HOUSE,"SYNAR, Michael Lynn",DEMOCRAT,114543,156338,114543.0,108774.0,SYNAR,MICHAEL,,,S001139
286,286,1986,OREGON,OR,US HOUSE,"WYDEN, Ronald Lee",DEMOCRAT,180067,209581,180067.0,125906.0,WYDEN,RONALD,,,W000779
287,287,1986,PENNSYLVANIA,PA,US HOUSE,"GAYDOS, Joseph Matthew",DEMOCRAT,136638,138752,136638.0,120890.0,GAYDOS,JOSEPH,,,G000105
288,288,1986,RHODE ISLAND,RI,US HOUSE,"SCHNEIDER, Claudine",REPUBLICAN,113603,158189,85077.0,113603.0,SCHNEIDER,CLAUDINE,,,S000136
289,289,1986,SOUTH CAROLINA,SC,US HOUSE,"SPRATT, John McKee, Jr.",DEMOCRAT,95859,96149,95859.0,73455.0,SPRATT,JOHN,JR,,S000749
290,290,1986,SOUTH DAKOTA,SD,US HOUSE,"JOHNSON, Timothy Peter (Tim)",DEMOCRAT,171462,289723,171462.0,118261.0,JOHNSON,TIMOTHY,,TIM,J000177
291,291,1986,TENNESSEE,TN,US HOUSE,"GORDON, Barton Jennings",DEMOCRAT,102180,133004,102180.0,96396.0,GORDON,BARTON,,,G000309
292,292,1986,TEXAS,TX,US HOUSE,"BARTLETT, Harry Stephen (Steve)",REPUBLICAN,143381,152385,135863.0,143381.0,BARTLETT,HARRY,,,B000204
293,293,1986,UTAH,UT,US HOUSE,"NIELSON, Howard Curtis",REPUBLICAN,86599,130074,77180.0,86599.0,NIELSON,HOWARD,,,N000106
294,294,1986,VIRGINIA,VA,US HOUSE,"WOLF, Frank Rudolph",REPUBLICAN,95724,159023,88230.0,95724.0,WOLF,FRANK,,,W000672
295,295,1986,VERMONT,VT,US HOUSE,"JEFFORDS, James Merrill",REPUBLICAN,168403,188954,,168403.0,JEFFORDS,JAMES,,,J000072
296,296,1986,WASHINGTON,WA,US HOUSE,"SWIFT, Allan Byron",DEMOCRAT,124840,172917,124840.0,107824.0,SWIFT,ALLAN,,,S001115
297,297,1986,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,138766,177408,120354.0,138766.0,SENSENBRENNER,FRANK,JR,,S000244
298,298,1986,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,90715,90715,90715.0,39820.0,MOLLOHAN,ALAN,,,M000844
299,299,1986,WYOMING,WY,US HOUSE,"CHENEY, Richard Bruce",REPUBLICAN,111007,159787,48780.0,111007.0,CHENEY,RICHARD,,,C000344
300,300,1988,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,120595,192955,71881.0,120595.0,YOUNG,DONALD,,,Y000033
301,301,1988,ALABAMA,AL,US HOUSE,"ERDREICH, Ben",DEMOCRAT,138920,209026,138920.0,120408.0,ERDREICH,BEN,,,E000201
302,302,1988,ARKANSAS,AR,US HOUSE,"ROBINSON, Tommy Franklin",DEMOCRAT,168889,202364,168889.0,161623.0,ROBINSON,TOMMY,,,R000354
303,303,1988,ARIZONA,AZ,US HOUSE,"KYL, Jon Llewellyn",REPUBLICAN,206248,236678,99895.0,206248.0,KYL,JON,,,K000352
304,304,1988,CALIFORNIA,CA,US HOUSE,"PACKARD, Ronald C.",REPUBLICAN,202478,282529,183470.0,202478.0,PACKARD,RONALD,,,P000005
305,305,1988,COLORADO,CO,US HOUSE,"HEFLEY, Joel M.",REPUBLICAN,181612,241728,169284.0,181612.0,HEFLEY,JOEL,,,H000444
306,306,1988,CONNECTICUT,CT,US HOUSE,"KENNELLY, Barbara Bailey",DEMOCRAT,176463,228448,176463.0,163729.0,KENNELLY,BARBARA,,,K000118
307,307,1988,DELAWARE,DE,US HOUSE,"CARPER, Thomas Richard",DEMOCRAT,158338,234517,158338.0,76179.0,CARPER,THOMAS,,,C000174
308,308,1988,FLORIDA,FL,US HOUSE,"GOSS, Porter J.",REPUBLICAN,231170,324870,173292.0,231170.0,GOSS,PORTER,,,G000336
309,309,1988,GEORGIA,GA,US HOUSE,"JONES, Ben",DEMOCRAT,148394,246139,148394.0,110169.0,JONES,BEN,,,J000211
310,310,1988,HAWAII,HI,US HOUSE,"AKAKA, Daniel Kahikina",DEMOCRAT,144802,162808,144802.0,96848.0,AKAKA,DANIEL,,,A000069
311,311,1988,IOWA,IA,US HOUSE,"SMITH, Neal Edward",DEMOCRAT,157065,219223,157065.0,125859.0,SMITH,NEAL,,,S000596
312,312,1988,IDAHO,ID,US HOUSE,"CRAIG, Larry Edwin",REPUBLICAN,135221,205549,127956.0,135221.0,CRAIG,LARRY,,,C000858
313,313,1988,ILLINOIS,IL,US HOUSE,"FAWELL, Harris W.",REPUBLICAN,174992,249416,164125.0,174992.0,FAWELL,HARRIS,,,F000049
314,314,1988,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,192064,263511,147193.0,192064.0,BURTON,DANNY,,,B001149
315,315,1988,KANSAS,KS,US HOUSE,"ROBERTS, Charles Patrick (Pat)",REPUBLICAN,168700,168700,135694.0,168700.0,ROBERTS,CHARLES,,,R000307
316,316,1988,KENTUCKY,KY,US HOUSE,"BUNNING, James Paul David",REPUBLICAN,145609,196184,131981.0,145609.0,BUNNING,JAMES,,,B001066
317,317,1988,LOUISIANA,LA,US HOUSE,"HOLLOWAY, Clyde Cecil",REPUBLICAN,116241,204805,88564.0,116241.0,HOLLOWAY,CLYDE,,,H000729
