index,cand_number,state,office,district,candidatevotes,election_month,election_type,icpsr_party_code,candidate,election_year
11297,               1,Arkansas,US Rep.,                2,                     .,11: November,General,DEMOCRAT,"MILLS, WILBUR",1966.0
11298,               1,Arkansas,US Rep.,                3,                 74009,11: November,General,DEMOCRAT,"TRIMBLE, JAMES W",1966.0
11299,               2,Arkansas,US Rep.,                3,                 83938,11: November,General,MODERN REPUBLICAN,"HAMMERSCHMIDT, JOHN P",1966.0
11300,               1,Arkansas,US Rep.,                4,                 86887,11: November,General,DEMOCRAT,"PRYOR, DAVID",1966.0
11301,               2,Arkansas,US Rep.,                4,                 46804,11: November,General,MODERN REPUBLICAN,"LOWE, LYNN",1966.0
11302,               1,Arkansas,President,                0,                184809,11: November,General,DEMOCRAT,"HUMPHREY, HUBERT H",1968.0
11303,               2,Arkansas,President,                0,                189062,11: November,General,MODERN REPUBLICAN,"NIXON, RICHARD M",1968.0
11304,               3,Arkansas,President,                0,                235627,11: November,General,AMERICAN,"WALLACE, GEORGE C",1968.0
11305,               1,Arkansas,Governor,                0,                292813,11: November,General,DEMOCRAT,"CRANK,",1968.0
11306,               2,Arkansas,Governor,                0,                322782,11: November,General,MODERN REPUBLICAN,"ROCKEFELLER,",1968.0
11307,               1,Arkansas,US Rep.,                1,                 80293,11: November,General,DEMOCRAT,"ALEXANDER,",1968.0
11308,               2,Arkansas,US Rep.,                1,                 36284,11: November,General,MODERN REPUBLICAN,"NEWCOMB,",1968.0
11309,               1,Arkansas,US Rep.,                2,                     .,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1968.0
11310,               1,Arkansas,US Rep.,                3,                 59642,11: November,General,DEMOCRAT,"CROXTON,",1968.0
11311,               2,Arkansas,US Rep.,                3,                121771,11: November,General,MODERN REPUBLICAN,"HAMMERSCHMIDT,",1968.0
11312,               1,Arkansas,US Rep.,                4,                     .,11: November,General,DEMOCRAT,"PRYOR, DAVID",1968.0
11313,               1,Arkansas,"US Senator, 3",                0,                349965,11: November,General,DEMOCRAT,"FULBRIGHT,",1968.0
11314,               2,Arkansas,"US Senator, 3",                0,                241739,11: November,General,MODERN REPUBLICAN,"BERNARD,",1968.0
11315,               1,Arkansas,State Offices,                2,                341233,11: November,General,UNIDENTIFIED,PURCELL,1968.0
11316,               2,Arkansas,State Offices,                2,                240725,11: November,General,                                                9002,THOMASSON,1968.0
11317,               1,Arkansas,Governor,                0,                375648,11: November,General,DEMOCRAT,"BUMPERS, DALE L",1970.0
11318,               2,Arkansas,Governor,                0,                197418,11: November,General,MODERN REPUBLICAN,"ROCKEFELLER, WINTHROP",1970.0
11319,               3,Arkansas,Governor,                0,                 36132,11: November,General,AMERICAN,"CARRUTH, WALTER L",1970.0
11320,               1,Arkansas,US Rep.,                1,                     .,11: November,General,DEMOCRAT,"ALEXANDER, BILL",1970.0
11321,               1,Arkansas,US Rep.,                2,                     .,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1970.0
11322,               1,Arkansas,US Rep.,                3,                 57679,11: November,General,DEMOCRAT,"POE, DONALD",1970.0
11323,               2,Arkansas,US Rep.,                3,                115532,11: November,General,MODERN REPUBLICAN,"HAMMERSCHMIDT, JOHN PAUL",1970.0
11324,               1,Arkansas,US Rep.,                4,                     .,11: November,General,DEMOCRAT,"PRYOR, DAVID",1970.0
11325,               1,Arkansas,President,                0,                199892,11: November,General,DEMOCRAT,"MCGOVERN, GEORGE S",1972.0
11326,               2,Arkansas,President,                0,                448541,11: November,General,MODERN REPUBLICAN,"NIXON, RICHARD M",1972.0
11327,               3,Arkansas,President,                0,                  2887,11: November,General,AMERICAN INDEPENDENT,"SCHMITZ, JOHN G",1972.0
11328,               1,Arkansas,Governor,                0,                488892,11: November,General,DEMOCRAT,"BUMPERS, DALE",1972.0
11329,               2,Arkansas,Governor,                0,                159177,11: November,General,MODERN REPUBLICAN,"BLAYLOCK, LEN E",1972.0
11330,               1,Arkansas,US Rep.,                1,                     .,11: November,General,DEMOCRAT,"ALEXANDER, BILL",1972.0
11331,               1,Arkansas,US Rep.,                2,                     .,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1972.0
11332,               1,Arkansas,US Rep.,                3,                 42481,11: November,General,DEMOCRAT,"HATFIELD, GUY W",1972.0
11333,               2,Arkansas,US Rep.,                3,                144571,11: November,General,MODERN REPUBLICAN,"HAMMERSCHMIDT, JOHN PAUL",1972.0
11334,               1,Arkansas,US Rep.,                4,                     .,11: November,General,DEMOCRAT,"THORNTON, RAY",1972.0
11335,               1,Arkansas,"US Senator, 2",                0,                386398,11: November,General,DEMOCRAT,"MCCLELLAN, JOHN L",1972.0
11336,               2,Arkansas,"US Senator, 2",                0,                248238,11: November,General,MODERN REPUBLICAN,"BABBITT, WAYNE H",1972.0
11337,               1,Arkansas,State Offices,                2,                370647,11: November,General,DEMOCRAT,"TUCKER, JIM GUY",1972.0
11338,               2,Arkansas,State Offices,                2,                247404,11: November,General,DEMOCRAT,"BETHUNE, ED",1972.0
11339,               1,Arkansas,Governor,                0,                358018,11: November,General,DEMOCRAT,"PRYOR, DAVID",1974.0
11340,               2,Arkansas,Governor,                0,                187872,11: November,General,MODERN REPUBLICAN,"COON, KEN",1974.0
11341,               3,Arkansas,Governor,                0,                    84,11: November,General,UNIDENTIFIED,"WESTON,",1974.0
11342,               1,Arkansas,US Rep.,                1,                104247,11: November,General,DEMOCRAT,"ALEXANDER, BILL",1974.0
11343,               2,Arkansas,US Rep.,                1,                 10821,11: November,General,MODERN REPUBLICAN,"DAUER,",1974.0
11344,               1,Arkansas,US Rep.,                2,                 80296,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1974.0
11345,               2,Arkansas,US Rep.,                2,                 56038,11: November,General,MODERN REPUBLICAN,"PETTY,",1974.0
11346,               1,Arkansas,US Rep.,                3,                 83030,11: November,General,DEMOCRAT,"CLINTON, BILL",1974.0
11347,               2,Arkansas,US Rep.,                3,                 89324,11: November,General,MODERN REPUBLICAN,"HAMMERSCHMIDT, JOHN PAUL",1974.0
11348,               1,Arkansas,"US Senator, 3",                0,                461056,11: November,General,DEMOCRAT,"BUMPERS, DALE",1974.0
11349,               2,Arkansas,"US Senator, 3",                0,                 82026,11: November,General,MODERN REPUBLICAN,"JONES, JOHN HARRIS",1974.0
11350,               1,Florida,US Rep.,                1,                 40466,11: November,General,DEMOCRAT,"MCMULLEN, CHESTER B",1950.0
11351,               1,Florida,US Rep.,                2,                 34334,11: November,General,DEMOCRAT,"BENNETT, CHARLES E",1950.0
11352,               1,Florida,US Rep.,                3,                 24548,11: November,General,DEMOCRAT,"SIKES, BOB",1950.0
11353,               1,Florida,US Rep.,                4,                 65758,11: November,General,DEMOCRAT,"LANTAFF, BILL",1950.0
11354,               2,Florida,US Rep.,                4,                 14305,11: November,General,MODERN REPUBLICAN,"WORTON, JOSEPH EDWARD",1950.0
11355,               1,Florida,US Rep.,                5,                 32475,11: November,General,DEMOCRAT,"HERLONG, A S JR",1950.0
11356,               2,Florida,US Rep.,                5,                  9958,11: November,General,MODERN REPUBLICAN,"LANDES, CARL K",1950.0
11357,               1,Florida,US Rep.,                6,                 31205,11: November,General,DEMOCRAT,"ROGERS, DWIGHT L",1950.0
11358,               1,Florida,"US Senator, 3",                0,                 74228,             .,General,MODERN REPUBLICAN,"BOOTH, JOHN P",1950.0
11359,               2,Florida,"US Senator, 3",                0,                238987,             .,General,DEMOCRAT,"SMATHERS, GEORGE A",1950.0
11360,               3,Florida,"US Senator, 3",                0,                   272,             .,General,                                                   .,,1950.0
11361,               1,Florida,President,                0,                444950,11: November,General,DEMOCRAT,"STEVENSON, ADLAI E",1952.0
11362,               2,Florida,President,                0,                544036,11: November,General,MODERN REPUBLICAN,"EISENHOWER, DWIGHT D",1952.0
11363,               1,Florida,US Rep.,                1,                 69149,11: November,General,DEMOCRAT,"CAMPBELL, COURTNEY",1952.0
11364,               2,Florida,US Rep.,                1,                 67286,11: November,General,MODERN REPUBLICAN,"CRAMER, WILLIAM C",1952.0
11365,               1,Florida,US Rep.,                2,                 64080,11: November,General,DEMOCRAT,"BENNETT, CHARLES E",1952.0
11366,               1,Florida,US Rep.,                3,                 74909,11: November,General,DEMOCRAT,"SIKES, BOB",1952.0
11367,               1,Florida,US Rep.,                4,                115611,11: November,General,DEMOCRAT,"LANTAFF, BILL",1952.0
11368,               2,Florida,US Rep.,                4,                 59458,11: November,General,MODERN REPUBLICAN,"VERMOREL, DOROTHEA M B",1952.0
11369,               1,Florida,US Rep.,                5,                 89943,11: November,General,DEMOCRAT,"HERLONG, A S",1952.0
11370,               1,Florida,US Rep.,                6,                 55901,11: November,General,DEMOCRAT,"ROGERS, DWIGHT L",1952.0
11371,               2,Florida,US Rep.,                6,                 36113,11: November,General,MODERN REPUBLICAN,"FITZGERALD, JANET H",1952.0
11372,               1,Florida,US Rep.,                7,                 36973,11: November,General,DEMOCRAT,"HALEY, JAMES A",1952.0
11373,               2,Florida,US Rep.,                7,                 28725,11: November,General,MODERN REPUBLICAN,"MCKINLEY, KENT S",1952.0
11374,               1,Florida,US Rep.,                8,                 43447,11: November,General,DEMOCRAT,"MATTHEWS, D R",1952.0
11375,               1,Florida,Governor,                0,                624463,             .,General,DEMOCRAT,"MCCARTY, DAN",1952.0
11376,               2,Florida,Governor,                0,                210009,             .,General,MODERN REPUBLICAN,"SWAN, HARRY S",1952.0
11377,               1,Florida,"US Senator, 1",                0,                616665,             .,General,DEMOCRAT,"HOLLAND, SPESSARD L",1952.0
11378,               2,Florida,"US Senator, 1",                0,                  1135,             .,General,                                                   .,,1952.0
11379,               1,Florida,US Rep.,                1,                 50744,11: November,General,DEMOCRAT,"CAMPBELL, COURTNEY",1954.0
